,subject_id,spm_l2_path,spm_l2_path_description,spm_l2_targeted_contrast_filepath,contrast_CueFollowing(CS>FS)_fname,contrast_CueFollowing(FS>CS)_fname,contrast_CorrectGoFollowing(CS>FS)_fname,contrast_CorrectGoFollowing(FS>CS)_fname,beta_CueFollowingCorrectStop_fname,beta_CueFollowingFailedStop_fname,beta_CorrectGoFollowingCorrectStop_fname,beta_CorrectGoFollowingFailedStop_fname,beta_CorrectStopPrecedingCorrectGo_fname,beta_FailedStopPrecedingCorrectGo_fname,beta_OtherCue_fname,beta_OtherCorrectGo_fname,beta_OtherCorrectStop_fname,beta_OtherFailedStop_fname,beta_OtherFailedGo_fname,beta_R1_fname,beta_R2_fname,beta_R3_fname,beta_R4_fname,beta_R5_fname,beta_constant_fname
152,DEV206,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV206/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV206/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
153,DEV208,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV208/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV208/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
154,DEV209,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV209/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV209/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
155,DEV210,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV210/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV210/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
156,DEV215,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV215/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV215/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
157,DEV217,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV217/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV217/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
158,DEV220,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV220/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV220/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
159,DEV222,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV222/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV222/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
160,DEV223,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV223/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV223/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
161,DEV224,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV224/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV224/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
162,DEV225,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV225/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV225/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
163,DEV228,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV228/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV228/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
164,DEV230,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV230/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV230/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
165,DEV231,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV231/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV231/,1'",,,,,,,beta_0001.nii,,beta_0002.nii,,beta_0003.nii,beta_0004.nii,beta_0005.nii,,beta_0006.nii,,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii
166,DEV232,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV232/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV232/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
167,DEV233,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV233/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV233/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
168,DEV234,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV234/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV234/,1'",,,,,,,beta_0001.nii,,beta_0002.nii,,beta_0003.nii,beta_0004.nii,beta_0005.nii,,beta_0006.nii,,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii
169,DEV235,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV235/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV235/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
170,DEV236,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV236/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV236/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
171,DEV237,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV237/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV237/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
172,DEV238,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV238/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV238/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
173,DEV239,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV239/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV239/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
174,DEV240,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV240/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV240/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
175,DEV241,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV241/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV241/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
176,DEV244,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV244/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV244/,1'",,,,,,,beta_0001.nii,,beta_0002.nii,,beta_0003.nii,beta_0004.nii,beta_0005.nii,,beta_0006.nii,,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii
177,DEV246,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV246/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV246/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
178,DEV247,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV247/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV247/,1'",,,,,,,beta_0001.nii,,beta_0002.nii,,beta_0003.nii,beta_0004.nii,beta_0005.nii,,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii
179,DEV251,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV251/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV251/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
180,DEV252,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV252/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV252/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
181,DEV253,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV253/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV253/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
182,DEV254,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV254/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV254/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
183,DEV256,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV256/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV256/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
184,DEV257,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV257/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV257/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
185,DEV258,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV258/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV258/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
186,DEV259,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV259/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV259/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
187,DEV260,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV260/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV260/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
188,DEV261,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV261/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV261/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
189,DEV262,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV262/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV262/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii,beta_0017.nii
190,DEV263,/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV263/,"'/Users/benjaminsmith/Google Drive/oregon/data/DEV/nonbids_data/fMRI/fx/models/SST/wave1/posterror_cues_no_rt/sub-DEV263/,1'",,spmT_0001.nii,spmT_0002.nii,spmT_0003.nii,spmT_0004.nii,beta_0001.nii,beta_0002.nii,beta_0003.nii,beta_0004.nii,beta_0005.nii,beta_0006.nii,beta_0007.nii,beta_0008.nii,beta_0009.nii,beta_0010.nii,,beta_0011.nii,beta_0012.nii,beta_0013.nii,beta_0014.nii,beta_0015.nii,beta_0016.nii
